,name
17531,Turkey Bacon Carbonara
17532,Mushroom Soup with Garlic Bread
17533,Pizza Value Meal 
17534,Signature Crispy Fish Bite Aglio
17535,F6 姜葱炒肥牛 Stir-fried Sliced Marbled Beef with Ginger and Spring Onion
17536,G2 扬州炒饭 Yang Zhou Fried Rice (Contains Prawn)
17537,Spicy 中辣
17538,Chocolate Pie
17539,Taiwanese Spicy Noodle
17540,Pokka Green Tea
17541,Fried Tteokbokki
17542,Japchae
17543,Pure Matcha Soymilk Latte
17544,Lemon Meringue Cheesecake
17545,Grilled Prawns Pasta
17546,Mala Hotpot 麻辣香锅
17547,Cheng Tng
17548,Braised Egg
17549,Noodle
17550,Ala Carte
17551,Potato Salad
17552,Coleslaw
17553,Farm Fresh Whole Fried Tender Chicken
17554,Caramel Iced Chocolate
17555,Caramel Hot Chocolate
17556,Impossible™  Pie
17557,Strawberry Shortcake
17558,Lemon Meringue Cheesecake
17559,Double BBQ Turkey Bacon Meal
17560,2pc Fish
17561,Riser with Egg Meal
17562,Hot and Crispy Chicken
17563,2 pcs Chicken Meal
17564,Sliced Chicken 鸡肉片
17565,Sliced Beef 牛肉片
17566,Instant Noodle 快熟面
17567,Milo Toast
17568,Classic Honey Toast
17569,Oreo Choco Bomb Bingsu
17570,Classic Honey Toast
17571,Blueberry Muffin
17572,Pint
17573,Cookie Splendor - 6 inch
17574,Caramel Milk Tea Medium
17575,Ovaltine Large
17576,Caramel Milk Tea Medium
17577,Hazelnut Milk Tea Large
17578,Hazelnut Milk Tea Large
17579,Ovaltine Large
17580,Hazelnut Milk Tea Large
17581,Brown Sugar Milk Tea Large
17582,Hazelnut Milk Tea Medium
17583,Hazelnut Milk Tea Large
17584,Season Sushi Platter (38 Pcs)
17585,Spicy Pork Donburi
17586,Mentaiko Carbonara Udon with Onsen Egg
17587,Steak Donburi
17588,950 Marmite Chicken 妈密鸡丁
17589,937. Pork Diced with Sweet & Sour Sauce 糖醋咕咾肉
17590,201 Dried Chilli Frog's Meat 宫保田鸡
17591,710. Bean Curd with 'Chai Po' in HK Style Sauce 港式菜圃豆腐
17592,2 Pax Set For Sharing
17593,Zinger
17594,Original Recipe Chicken
17595,Hot and Crispy Chicken
17596,Chicken/Pork & Salmon Sumiyaki
17597,Salmon Sumiyaki
17598,Chicken Sumiyaki
17599,Pu Tien Braised Noodle  莆田卤面
17600,Cabbage with Stewed Tofu  大白菜炖豆腐
17601,Fried Dumplings  锅贴
17602,Fried Egg 荷包蛋
17603,Fried Egg 荷包蛋
17604,Special BBQ Pork Ribs Rice 排骨王香饭
17605,Fried Egg 荷包蛋
17606,Ginger & Spring Onion Beef Rice 姜葱牛肉饭
17607,Fried Egg 荷包蛋
17608,Fried Egg 荷包蛋
17609,Ginger & Spring Onion Beef Rice 姜葱牛肉饭
17610,Fried Egg 荷包蛋
17611,Fried Egg 荷包蛋
17612,Special BBQ Pork Ribs Rice 排骨王香饭
17613,Fried Egg 荷包蛋
17614,Fried Egg 荷包蛋
17615,Seafood White Mee Hoon 海鲜白米粉
17616,Special BBQ Pork Ribs Rice 排骨王香饭
17617,Fried Egg 荷包蛋
17618,Fried Egg 荷包蛋
17619,14b. Braised Pig's Trotter Rice 
17620,Ginger Onion Beef Rice 姜葱牛肉饭
17621,Add Egg 加蛋
17622,Add Egg 加蛋
17623,Add Egg 加蛋
17624,Add Egg 加蛋
17625,Ginger Onion Beef Rice 姜葱牛肉饭
17626,Add Egg 加蛋
17627,Add Egg 加蛋
17628,Add Egg 加蛋
17629,Ginger Onion Deer Meat Rice 姜葱鹿肉饭
17630,Ginger Onion Beef Rice 姜葱牛肉饭
17631,Add Egg 加蛋
17632,Add Egg 加蛋
17633,Ginger Onion Beef Rice 姜葱牛肉饭
17634,Add Egg 加蛋
17635,Ginger Onion Beef Rice 姜葱牛肉饭
17636,Ginger Onion Beef Rice 姜葱牛肉饭
17637,Add Egg 加蛋
17638,Add Egg 加蛋
17639,Add Egg 加蛋
17640,Sambal Chicken Rice 叁芭鸡肉饭
17641,Add Egg 加蛋
17642,Add Egg 加蛋
17643,18. AWW in One Cup  芋圆三合一
17644,Fried Dumplings  锅贴
17645,Fish Porridge  鱼糜
17646,Cabbage with Stewed Tofu  大白菜炖豆腐
17647,White Rice 饭
17648,Ladybell Root with Mushroom Chicken Soup 鲜菇鸡汤
17649,Salted Vegetable 咸菜
17650,Braised Bean Curd 豆干
17651,Braised Egg 卤蛋
17652,Herbal Chicken Soup 人参药材当归鸡汤
17653,Tau Kee
17654,Herbal Chicken Soup 人参药材当归鸡汤
17655,Ladybell Root with Mushroom Chicken Soup 鲜菇鸡汤
17656,Salted Vegetable 咸菜
17657,Du Zhong Black Bean Pig’s Tail Soup 杜仲猪尾补汤
17658,Pear & Apple Pork Ribs Soup 雪梨苹果排汤
17659,White Rice 饭
17660,Salted Vegetable 咸菜
17661,Yang Zhou Fried Rice 扬州炒饭
17662,Momordica Charantia Slice Soup 苦瓜肉片汤
17663,A1s. Fragrant White Rice
17664,C1s. Pork Ribs Soup
17665,C6s. Pork Tenderloin Soup
17666,A1s. Fragrant White Rice
17667,C1s. Pork Ribs Soup
17668,C7s. Pig's Kidney Soup
17669,C6s. Pork Tenderloin Soup
17670,C1s. Pork Ribs Soup
17671,A1s. Fragrant White Rice
17672,C6s. Pork Tenderloin Soup
17673,甘蔗汁 (500ml)	Sugarcane Juice (500ml)
17674,酸柑酸梅汁 (500ml)	Lime & Sour Plum Juice (500ml)
17675,Porridge  粥
17676,Braised Egg 滷蛋
17677,Braised Egg 滷蛋
17678,Porridge  粥
17679,Braised Egg 滷蛋
17680,Porridge  粥
17681,1. Buddha Jump Over the Wall 迷你佛跳墙
17682,Olive Rice 橄榄反
17683,2. Ten Tonic Ginseng Chicken Soup ⼗全⼤补鸡汤
17684,White Rice ⽩饭
17685,15b. White Rice
17686,15b. White Rice
17687,18. AWW in One Cup  芋圆三合一
17688,Chrysanthemum Ai-Yu A 菊花爱玉蜂蜜泡泡葡萄晶球
17689,3. Nine Fresh Signature 九鲜招牌
17690,Claypot Bean Curd 砂煲豆腐
17691,Spring Onion and Ginger Beef with Rice
17692,Small 小
17693,Rice 白饭
17694,Chong Qing Spicy Chicken 重庆辣子鸡
17695,Curry Chicken Mee 咖喱鸡面
17696,Char Kway Teow 炒粿条
17697,Claypot Chicken Rice
17698,Prawn Mee Soup 虾面汤
17699,Chicken Rice Set  鸡饭套餐
17700,Chicken Wing Set W A Drink
17701,Chicken Wing & Fish Set W A Drink
17702,Chicken Wing Set W A Drink
17703,Chicken Nugget(2pcs)
17704,Curry Vegetables 咖喱菜
17705,Tau Kwa 豆干
17706,Fried Fish Set 炸鱼套餐
17707,Chicken Wing Set 鸡翅膀套餐
17708,Otak Otak 乌达
17709,Curry Vegetables 咖喱菜
17710,Chicken Wing Set 鸡翅膀套餐
17711,Vegetarian Goose 斋鹅
17712,Handmade Fish Cake 手工鱼饼
17713,Tau Kwa 豆干
17714,Prata Egg (1pc)
17715,Fried Rice
17716,Nasi Lemak Rice
17717,Turkey Bacon Aglio
17718,Half Chicken 半只鸡
17719,Garlic Kang Kong 蒜蓉应菜
17720,12. Steamed Dumpling
17721,16. Shredded Chicken Brown Rice Congee
17722,Regular
17723,Mala Hotpot 麻辣香锅
17724,Plain Rice 饭
17725,Fish Rice Soup 鱼糜
17726,Large
17727,Spicy Chicken Mentai Don
17728,Large
17729,S20d. Ipoh Chee Cheong Fun Dry 怡保猪腸粉 干
17730,S8. Shao Xing Wine Chicken 绍兴酒鸡
17731,S33. Homemade Char Siew 自制叉烧
17732,C3 Spicy Japanese Scallop Dry Noodle 鲜带子香辣拌面
17733,D6 Pork Wanton in Chilli Vinaigrette 红油抄手
17734,Cheese Fries
17735,Tom Yum Cream Pasta
17736,Penne al Fungi
17737,Turkey Bacon
17738,Turkey Bacon
17739,Penne al Fungi
17740,Jasmine Green Tea 茉香绿茶
17741,Single Base
17742,Milk Tea 奶茶
17743,Jasmine Green Tea 茉香绿茶
17744,Milk Tea 奶茶
17745,Lai Yuan Laksa 叻沙
17746,Sliced Abalone Mixed Meat Noodle 招牌鲍鱼片肉 脞面
17747,Black Tea Latte Medium
17748,Cacao Barry Medium
17749,Tieguanying Milk Tea
17750,Pure Tea - Iced
17751,Caramel Milk Tea Medium
17752,Hazelnut Milk Tea Large
17753,Supreme Mango Green Tea - Medium
17754,Milk Tea - Medium
17755,Milk Tea - Medium
17756,31.Chicken Bibimbap 鸡肉拌饭 
17757,1.Salmon + Teriyaki Chicken Bento 三文鱼+照烧鸡扒饭盒 
17758,9.Takayaki + Teriyaki Chicken Bento 章鱼烧+照烧鸡扒饭盒 
17759,25.Oyako Don 亲子井 
17760,1.Salmon + Teriyaki Chicken Bento 三文鱼+照烧鸡扒饭盒 
17761,26.Beef Don 牛肉井 
17762,Drumstick Braised Pork Rice + Laksa
17763,Salt and Pepper Chicken Rice Set
17764,Signature Taiwanese Beef Noodle
17765,Chives Pork Dumpling
17766,Lee’s Signature Rice
17767,Red Date Ai-Yu A 红枣爱玉珍珠晶球冻
17768,14. Yin- Yang Cup 燕麦寒天晶球鸳鸯
17769,Mala Hotpot 麻辣香锅
17770,2pc Chickenjoy Ala Carte
17771,Palabok with Noodles
17772,1630. Spring Onion Noodles
17773,Yang Zhou Fried Rice With Egg
17774,1635. Szechuan Dan Dan Noodles
17775,Deep-fried Pork Ribs
17776,1635. Szechuan Dan Dan Noodles
17777,Shang Hai Xiao Long Bao
17778,1636. Mixed Sauce Dry Noodles
17779,Hot and Sour Soup
17780,Spicy Wanton
17781,Shang Hai Xiao Long Bao
17782,Golden Crackling Siew Yoke
17783,Caramalized Char Siew
17784,White Rice
17785,Pancakes Platter
17786,Riser with Egg Meal
17787,A12. Half
17788,PW08. Grilled Spanish Pork Loin & Shimeji Spaghetti
17789,Char Siew Bao
17790,Kong Bak Bao
17791,Mee Siam 
17792,Gula Melaka Tea 
17793,Mee Siam 
17794,Curry Chicken Bundle Set
17795,Coffee C
17796,Kong Bak Bao
17797,Kong Bak Bao
17798,Curry Chicken Bundle Set
17799,Mee Siam 
17800,Laksa Maggi Noodle Chicken Cutlet
17801,Fish Otah
17802,Large Hot-N-Ready Cheese
17803,Large Hot-&-Ready Classic Pepperoni
17804,Large Hot-&-Ready Classic Pepperoni
17805,Pappadam 
17806,Thai Garlic Pork/Chicken With Rice
17807,Hot
17808,Char Siew Ramen
17809,Char Siew Ramen
17810,Mild Spicy 小辣
17811,H4. Fried Rice With Grilled Chicken
17812,FC01. Grilled Fish With Italian Herbs
17813,FC01. Grilled Fish With Italian Herbs
17814,FC01. Grilled Fish With Italian Herbs
17815,H4. Fried Rice With Grilled Chicken
17816,H4. Fried Rice With Grilled Chicken
17817,H6. Fried Rice With Fish Fillet
17818,H6. Fried Rice With Fish Fillet
17819,H4. Fried Rice With Grilled Chicken
17820,FC01. Grilled Fish With Italian Herbs
17821,FC01. Grilled Fish With Italian Herbs
17822,Char Siew Rice
17823,Mee Hoon Kueh 面粉粿
17824,Ban Mian 板面
17825,S5. Sweet & Sour Pork Rice + Coca-Cola  咕咾肉饭 + 可乐
17826,White Rice
17827,Mala Hotpot Set Meal with Rice
17828,Mala Sliced Fish
17829,Mala Hotpot Set Meal with Rice
17830,Stir-fried Shredded Pork with Bell Pepper Rice Set
17831,Mala Hotpot Set Meal with Rice
17832,White Rice
17833,Sliced Fish with Pickles Suan Cai Yu
17834,Mala Hotpot Set Meal with Rice
17835,Original
17836,Party B
17837,Pokka Chrysanthemum Tea
17838,Lontong
17839,Fish Set
17840,Hor Fun 河粉
17841,Mee Goreng 马来面
17842,Green Tea Pistachio Cake
17843,Large Classic Pepperoni Pizza (8 slices)
17844,Large Hot-N-Ready Cheese
17845,"Charcoal-grilled Pork Ribs (Full Slab, good for sharing)"
17846,Fish Slice Bee Hoon 鱼片米粉
17847,Chicken Rice 素鸡饭
17848,Fried Oyster
17849,Pineapple Fried Rice
17850,Cereal Prawn
17851,"Regular (9"")"
17852,Really Spicy Tuna Puff
17853,Green Chilli Shredded Pork 青椒肉丝
17854,Mapo Beancurd 麻婆豆腐
17855,Rice  白饭
17856,Prosperity Bundle
17857,"S2. Chicken Cube Fried Rice, Prawn Roll (5 pcs), Sunny Egg 鸡丁炒饭 + 虾枣 (5粒) + 荷包蛋   FOC 1x Canned Drink附送1个罐装水 "
17858,"S2. Seafoood Mee Goreng, Prawn Paste Wings, Sunny Egg  海鲜马来炒面 + 虾酱鸡 + 荷包蛋"
17859,Crispy Fried Duck in Green Sambal with Rice
17860,Original Crispy Fried Duck with Rice
17861,Beef Ball Soup
17862,Instant Noodle
17863,阿南三丸面 Lam's Sanwan Noodle
17864,盐焗鸡腿 Salt Baked Chicken Thigh
17865,Business Value Lunch for 1
17866,S5. Sweet & Sour Pork Rice + Coca-Cola  咕咾肉饭 + 可乐
17867,Small 小
17868,Chongqing Grilled Fillet with Bean Curd Executive Set 重庆豆花鱼柳单人餐
17869,Chongqing Grilled Fillet with Bean Curd Executive Set 重庆豆花鱼柳单人餐
17870,Fresh Green Pepper Grilled Fillet Executive Set 鲜青椒鱼柳单人餐
17871,Bandung Unicorn
17872,Percik Wings Set
17873,5.Teriyaki Chicken + Yakitori Bento 照烧鸡扒+鸡肉串烧 
17874,12.Ebi Fried + Teriyaki Chicken Bento 炸虾+照烧鸡扒饭盒 
17875,3 Pcs
17876,Laksa Noodle
17877,Sambal Kangkong
17878,Dried Chilli Chicken
17879,Sliced Ginger Onion Fish
17880,Plain Noodle
17881,Seaweed Sliced Fish Soup紫菜鱼片汤
17882,Dumpling In Red Chili Oil红油抄手8粒
17883,Pork Ribs Fried Rice 排骨炒饭
17884,Pork Ribs Fried Rice 排骨炒饭
17885,Seaweed Sliced Fish Soup紫菜鱼片汤
17886,Seaweed Salad 凉拌三丝
17887,Hot Flat White
17888,Sausage & Sauerkraut Croissant
17889,J1. Yaki Gyoza (5 Pcs)
17890,H1. Mustard Chicken Salad
17891,Toroniku Uobushi Ramen Bundle for 1
17892,Pork Yakiniku Don Bundle for 1
17893,H1. Mustard Chicken Salad
17894,B4;Braised PorkRib w Scallion Noodle 葱烤猪软骨煨面
17895,D9;Shanghai Green Oyster Sauce 蚝油上海青
17896,B4;Braised PorkRib w Scallion Noodle 葱烤猪软骨煨面
17897,D6;Pork Wanton Chili Vinaigrette 红油抄手
17898,(01-11) Wanton Noodles Dry
17899,(01-11) Wanton Noodles Dry
17900,Tuna Fish Ring Bagel
17901,Homemade Nasi Lemak Set
17902,Mee Siam
17903,Traditional Kaya Toast
17904,Fried Bee Hoon With Chicken Wing Set
17905,Homemade Nasi Lemak Set
17906,Iced Brew Green Osmanthus
17907,Strawberry Cheezo
17908, Regal Aqua Green Jasmine Cheezo (Original)
17909,Ma La Pork Ribs Soup
17910,Sambal Fried Rice 叁巴炒饭
17911,Yang Zhou Fried Rice 扬州炒饭
17912,Extra Small
17913,Milk Tea Medium
17914,Ovaltine Medium
17915,8. Century Egg & Sliced Pork Porridge 皮蛋瘦肉粥
17916,Wanton Noodle
17917,Sweet & Sour Pork with Rice 排骨王饭
17918,ABC Soup 玉米马铃薯排骨汤
17919,Fried Hor Fun with Seafood 干炒河粉
17920,Mee Goreng 马来炒面
17921,Wanton Noodle
17922,Pork Cutlet Rice 炸猪扒饭
17923,Yangzhou Fried Rice 扬州炒饭
17924,Wanton Noodle
17925,Hor Fun with Gravy 什锦滑蛋河粉
17926,Coin Prata
17927,Maggi Goreng
17928,Tahu Goreng 马来豆干
17929,Cendol 珍多
17930,IR1. Cathay Pork Rib Rice 京华排骨饭
17931,Nasi Ayam Bakar
17932,Tahu Goreng
17933,Fried Chicken &  Crispy Toppoki with Sweet-spicy Sauce
17934,Chicken Cutlet Noodle 炸鸡排面
17935,Seafood Soup 海鲜汤
17936,Handmade Noodle 手工面
17937,XXL Crispy Chicken
17938,Caramel Milk Tea Medium
17939,Hazelnut Milk Tea Medium
17940,B5. Char-grilled Salmon with Dill Cream Sauce
17941,B5. Char-grilled Salmon with Dill Cream Sauce
17942,Curry Chicken Large Set
17943,Curry Chicken Large Set
17944,Ala Carte
17945,Yew Kee Set 友记鸭饭
17946,Yew Kee Set 友记鸭饭
17947,Chocolate Iced with Sprinkles
17948,1 Doughnut
17949,Steamed Rice 白饭
17950,Lobster Salad and Kani Roll
17951,Salmon Avocado Handroll
17952,Aloo Mattar
17953,Bismillah Naan Bread
17954,Aloo Mattar
17955,Aloo Mattar
17956,Guacamole (Ala Carte)
17957,Guacamole (Ala Carte)
17958,Ala Carte
17959,Chocolate Avalanche Mocha Cake
17960,"2 Pax Signature Mix (8pcs BCB, 5pcs W/D) (Combo)"
17961,Waffle & Saute Mushrooms Platter
17962,Waffle & Saute Mushrooms Platter Meal
17963,Waffle & Saute Mushrooms Platter
17964,Mushroom Methi
17965,Mushroom Methi
17966,Mushroom Methi
17967,Butter Chicken
17968,Kadai Paneer
17969,Mysore Mutton
17970,Butter Chicken
17971,Butter Roti
17972,Butter Roti
17973,Sakura Rose Swiss Roll with Mascarpone Cream
17974,Yuzu Chantilly Cream Cake
17975,Yuan Yang Soft Bun
17976,Honey Butter French Toast
17977,Creole Burger Combo
17978,Regular Mashed Potatoes
17979,C1. Wings & Drumettes
17980,R3. Kra Pao Basil Chicken with Rice
17981,7. Hot Plate Spicy Yong Tow Foo With Rice 铁板麻辣酿豆腐 + 饭
17982,2. Koo Kee Special Noodle 高记招牌面
17983,2. Koo Kee Special Noodle 高记招牌面
17984,Mala Noodle Soup 麻辣小面
17985,Prawn 盐烤大虾
17986,Chicken Wing 秘制烤翅
17987,Xiao La
17988,C1. Congee & Carrot Cake Set 皮蛋瘦肉粥套餐
17989,B7. Polo Bun with Butter 菠萝油
17990,B7. Polo Bun with Butter 菠萝油
17991,C4. Congee & Rice Roll Set 皮蛋瘦肉粥套餐
17992,Spicy Salmon Handroll
17993,Classic Set B
17994,Ika Sushi
17995,Salmon 3 Flavors
17996,Shredded Roast Duck Vegetable Congee 烤鸭绿菜老火粥
17997,Tender Tofu in Shrimp Sauce 虾酱豆腐
17998,Double Boiled Cordyceps Flower in Supreme Chicken Soup  虫草花煲老鸡汤
17999,Celestial Roast Duck Dumplings 天王烤鸭包
18000,Sauteed Eggplant with Sesame Oil 麻油热炝茄子
18001,Pork Rice Dumplings (3 Pieces) 松香卤肉烧卖(3个)
18002,Beef Floss in Chinese Crepes 薄饼牛肉松(微辣)
18003,Tuna Sub
18004,A2. Braised Beef Shank Noodle 红烧牛腱面
18005,116. Congee with Minced Pork & Century Egg 皮蛋瘦肉粥
18006,253. Sichuan Chilli Oil Wanton 四个四川红油抄手
18007,Traditional Kaya Toast
18008,Peanut Butter Thick Toast
18009,Iced Homemade Barley (Large)
18010,Butter Thick Toast
18011,Chilli Crab Long Chicken Meal
18012,XXL Crispy Chicken Value Set
18013,S1. Rice Cake
18014,S1. Spicy Tofu Soup
18015,S1. Spicy Tofu Soup
18016,"Extra Signature Mix (5pcs BCB, 5pcs W/D) (Combo)"
18017,D3. Gyudon
18018,Fresh Lemon Juice Large
18019,Yakult Green Tea Large
18020,Honey Lemon Lime Juice Large
18021,Yakult Green Tea Medium
18022,Honey Lemon Lime Juice Medium
18023,Yakult Green Tea Large
18024,Pork Sinigang
18025,Chicken Adobo
18026,Steamed Rice
18027,Masala Thosai
18028,Masala Tea
18029,Curry Puff  Mutton
18030,White Carrot Cake
18031,Black Carrot Cake
18032,Waffle & Chicken Platter Meal
18033,Ghee Thosai
18034,Masala Thosai
18035,02. Char Siew Pau 叉烧包
18036,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
18037,01. Big Pau Pork 大包
18038,09. Siew Mai 烧卖
18039,18. Fried Yam Dumpling 芋角
18040,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
18041,24. Bean Paste Sesame Ball 豆沙芝麻枣
18042,31. Steamed Pork Ribs 排骨
18043,26. Fried Carrot Cake 萝卜糕
18044,AI Funghi E Salsiccia
18045,Fried Carrot Cake
18046,Fried Carrot Cake
18047,Wanton Soup
18048,Fried Carrot Cake
18049,Fried Carrot Cake
18050,Bento Set 
18051,Chapati
18052,Paneer Butter Masala
18053,Plain Basmati Rice
18054,Aloo Zeera
18055,Eggplant
18056,WHOPPER® Meal
18057,01. Big Pau Pork 大包
18058,09. Siew Mai 烧卖
18059,13. Chive Dumpling 韭菜卖
18060,16. Chicken Glutinous Rice 糯米鸡
18061,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
18062,02. Char Siew Pau 叉烧包
18063,31. Steamed Pork Ribs 排骨
18064,26. Fried Carrot Cake 萝卜糕
18065,18. Fried Yam Dumpling 芋角
18066,IF-07. Masala Thosai
18067,D-03. Teh Halia
18068,IF-10. Ghee Thosai
18069,(01-11) Pork Satay 10 pieces
18070,(01-61) Jackfruit Fritters 3pcs.
18071,(01-61) Banana Fritters 3 pcs
18072,(01-61) Banana Fritters 3 pcs
18073,(01-61) Jackfruit Fritters 3pcs.
18074,(01-15) Prawn w/ Pig Liver Noodle Soup/Dry
18075,New Chicken Nuggets (5pcs)
18076,Thai Prawn Cake
18077,Green Curry Chicken
18078,White Rice
18079,Mango Sticky Rice
18080,"Stir-fried Basil, Minced Meat & Long Beans"
18081,DE01. Sticky Glutinous Rice with Mango
18082,Plain Rice
18083,You Tiao 油条
18084,(Cold) Classic Soymilk 经典豆浆
18085,5A. Teochew Dumpling
18086,Laksa
18087,Sour Plum Lime Juice
18088,Bundle for 1
18089,Seaweed Chicken
18090,Pork Sausage
18091,-
18092,Squid Youtiao
18093,Spicy Squid
18094,Squid Youtiao
18095,-
18096,Pork Sausage
18097,Ngoh Hiang Minced Pork Roll
18098,Otah Roll
18099,Medium Spicy 中辣
18100,2x Value Meal - McMuffin S EVM + Big BF EVM
18101,Mentaiko Salmon Poke
18102,Fried Bee Hoon With Chicken Wing
18103,Traditional Peanut Toast
18104,Chirashi Sushi Set
18105,Fish Mughal Briyani
18106,Chicken Tikka Biryani
18107,Cheese Naan
18108,Butter Naan
18109,Rainbow Maki
18110,Ten Don
18111,Cheesy Fries
18112,Grilled Chicken Rosti
18113,Set for 1 Pax
18114,Bacon Mushroom Melt
18115,Pain au Chocolat
18116,Mentaiko Mayo Salmon
18117,Mentaiko Madness
18118,Cheese Croissant
18119,Cheese Croissant
18120,Mutton Chop
18121,Roti John Mutton
18122,Ayam Penyet Rajah Combo
18123,Tandoori Roti
18124,Bee Hoon Goreng Combo
18125,Chicken Chop Combo
18126,Zinger Meal
18127,J16. Iced Tea
18128,J19. Bandung
18129,D1. Nasi Goreng Combo Mutton
18130,E12. Nasi Goreng Ikan Bilis Mamak with Egg
18131,Spicy Gangjung
18132,103. Mango Pomelo Sago with Grass Jelly 杨枝甘露仙草
18133,104. Mango Pomelo Sago with Honeydew Snow 杨枝甘露蜜瓜雪
18134,112. Mango Sorbet 芒果椰果冰
18135,D4 Thai Stir-fried Seafood Kuay Teow
18136,D19 Steamed Rice
18137,D6 Mee Goreng
18138,D16 Green Curry Fried Rice
18139,D5 Stir-Fried Kuay Teow
18140,D5 Stir-Fried Kuay Teow
18141,D6 Mee Goreng
18142,D5 Stir-Fried Kuay Teow
18143,Meat + 2 Vegetables Rice Set一肉两菜饭
18144,Beef Udon 
18145,Black Sesame Milk芝麻鮮奶
18146,Can Drink 
18147,Sharing Bundle Plus (3-4 pax) (U.P. $49.40- 35% OFF)
18148,Combo Beef and Salmon
18149,Miso Soup 
18150,Set
18151,Yew Kee Set 友记鸭饭
18152,Yew Kee Set 友记鸭饭
18153,19. Fried Prawn Dumpling 明虾饺
18154,25. Wrapped Chicken 纸包鸡
18155,26. Fried Carrot Cake 萝卜糕
18156,32. Century Egg Pork Porridge 皮蛋瘦肉粥
18157,30. Chicken Claw 凤爪
18158,31. Steamed Pork Ribs 排骨
18159,Fried Green Pepper & Meat with Rice 青椒肉丝盖饭
18160,Chicken Baked Rice/Pasta*
18161,Family Bundle (5-6 pax)
18162,Grilled Saba Bento
18163,Create Your Own Mala Set
18164,Create Your Own Mala Set
18165,Chocolate Swiss Roll
18166,Pandan Swiss Roll
18167,Curry Puff
18168,Char Siew & Roasted Pork Rice  叉火饭
18169,Roasted Chicken & Roasted Pork Rice 火鸡饭
18170,Regular 小
18171,15B. Durian Chendol 榴莲浆罗
18172,5. Pulut Hitam 黑糯米
18173,Beancurd With Minced Chicken Soup
18174,Fried Dough Sticks (油条)
18175,19. Minced Chicken Porridge 鸡肉粥
18176,4. Double Pork Porridge 双肉粥
18177,4. Double Pork Porridge 双肉粥
18178,XO Minced Meat Noodle
18179,Singapore Laksa
18180,9 pcs Chicken Feast for 4 - 5
18181,Hazelnut Milk Tea Large
18182,Ovaltine Medium
18183,Box Of 6 Cupcakes (Reg)
18184,Dumpling La Mian 饺子拉面
18185,Minced Meat Paste Noodle 炸酱面
18186,Sour Cream Single
18187,Customized Bento
18188,Fresh Mango Bingsu
18189,Choco Strawberry Bingsu
18190,Herb Seasoned Pork Chop & 1/4 Slab Signature Roasted BBQ Ribs Meal
18191,Tera Fries
18192,Mega Fries
18193,Mega Fries
18194,Tera Fries
18195,Prosperity Beef Special
18196,Chocolate Pie
18197,Hot Plate Pork
18198,Hot Plate Beef
18199,Miso Soup 
18200,Curry Beef
18201,Miso Soup 
18202,Curry Chicken Katsu
18203,Curry Chicken Katsu
18204,Miso Soup 
18205,Curry Beef
18206,Chicken Meatballs Porridge Set
18207,3 in 1 Riceballs
18208,Curried Pumpkin Risotto
18209,200ml
18210,Seafood Beancurd Rice 海鲜豆腐饭
18211,D8 Vegetable Poork Wanton in Pork Bone Soup 菜肉云吞汤
18212,A4 Braised Marbled Beef Noodle 红烧肥牛面
18213,Clubhouse (3 Slices)
18214,Hot Teh Si
18215,Tea with Mango
18216,Tea with Mango
18217,Tea with Mango
18218,Mee Siam
18219,Mee Siam
18220,Nasi Lemak Set 3 - Chicken Cutlet
18221,Chicken Teriyaki Sub
18222,Chicken Teriyaki Sub
18223,Caramel Milk Tea Medium
18224,Oolong Milk Tea Medium
18225,Fresh Passion Green Tea Medium
18226,Milk Tea Medium
18227,Yakult Green Tea Large
18228,Caramel Milk Tea Medium
18229,Oolong Milk Tea Medium
18230,Green Milk Tea Large
18231,Hazelnut Milk Tea Medium
18232,Caramel Milk Tea Large
18233,Caramel Milk Tea Medium
18234,Fresh Passion Green Tea Medium
18235,Oolong Milk Tea Medium
18236,17. Spring Roll 春卷
18237,29. Chee Cheong Fun Char Siew 猪肠粉-叉烧
18238,19. Fried Prawn Dumpling 明虾饺
18239,16. Chicken Glutinous Rice 糯米鸡
18240,09. Siew Mai 烧卖
18241,10. Prawn Dumpling 虾饺
18242,Chicken Porridge
18243,Dbl Chicken Bacon Double Toast
18244,Sarang Party Chick
18245,1pc Cha Shu Curry Ramen + 4pc Gyoza + Ice Lemon Tea
18246,Chijimi
18247,Prata Coin
18248,Prata Egg
18249,Combo Salmon and Karaage
18250,Combo Teriyaki Salmon and Karaage
18251,Combo Salmon and Karaage
18252,Combo Salmon and Ebi
18253,Combo Teriyaki Salmon and Salmon
18254,FISH’N CRISP CROISSAN'WICH® Meal
18255,CHICK’N CRISP CROISSAN'WICH® Meal
18256,Turkey Sausage with Egg CROISSAN'WICH® Meal
18257,Turkey Sausage with Egg CROISSAN'WICH® Meal
18258,Turkey Sausage with Egg CROISSAN'WICH® Meal
18259,Signature Dory
18260,Signature Sea Bass
18261,Otah
18262,Yakult Green Tea Large
18263,Yakult Green Tea Large
18264,Yakult Green Tea Large
18265,Yakult Green Tea Large
18266,Cacao Barry Large
18267,Milk Tea Large
18268,Set B. Steamed Bread Set
18269,Char Siew Rice 叉烧饭
18270,Braised Egg 卤蛋
